name,isPoly,callsPoly,nsends,loc
apache-tobago_r817059_20090920-TobagoELTag-isBodyContentEmpty, false, false, 4, 10
apache-tobago_r817059_20090920-Issue-setDescription, false, false, 0, 3
apache-tobago_r817059_20090920-DateUnitTest-checkField, false, false, 2, 3
apache-tobago_r817059_20090920-OverviewController-setToolbarIconItems, false, false, 0, 3
apache-tobago_r817059_20090920-OverviewController-setToolbarIconSize, false, false, 0, 3
apache-tobago_r817059_20090920-SheetConfig-getSelectable, false, false, 0, 3
apache-tomcat-6.0.20_20090918-StandardContext-removeWrapperLifecycle, true, false, 2, 31
apache-tomcat-6.0.20_20090918-StandardContext-addWelcomeFile, true, false, 3, 19
apache-tomcat-6.0.20_20090918-ContainerBase-logName, false, true, 4, 20
apache-tomcat-6.0.20_20090918-NamingContextListener-processGlobalResourcesChange, false, false, 42, 102
apache-tomcat-6.0.20_20090918-StandardHost-start, true, true, 21, 57
apache-tomcat-6.0.20_20090918-StandardWrapper-getJspFile, true, false, 0, 5
apache-tomcat-6.0.20_20090918-StandardService-setServer, true, false, 0, 5
apache-tomcat-6.0.20_20090918-DummyRequest-getRemoteAddr, true, false, 0, 1
apache-tomcat-6.0.20_20090918-StandardServer-stop, true, true, 3, 25
apache-tomcat-6.0.20_20090918-DummyResponse-setIncluded, false, false, 0, 1
apache-tomcat-6.0.20_20090918-StandardThreadExecutor-getCorePoolSize, false, false, 1, 3
apache-tomcat-6.0.20_20090918-ServletRequest-getRemotePort, true, false, 0, 0
apache-tomcat-6.0.20_20090918-ServletResponseWrapper-getResponse, false, false, 0, 3
apache-tomcat-6.0.20_20090918-HttpSession-removeAttribute, true, false, 0, 0
apache-tomcat-6.0.20_20090918-Context-removeInstanceListener, true, false, 0, 0
apache-tomcat-6.0.20_20090918-Context-setTldNamespaceAware, true, false, 0, 0
apache-tomcat-6.0.20_20090918-Wrapper-removeInitParameter, true, false, 0, 0
apache-tomcat-6.0.20_20090918-Group-getRoles, true, false, 0, 0
apache-tomcat-6.0.20_20090918-Service-getExecutor, true, false, 0, 0
apache-tomcat-6.0.20_20090918-SecurityConstraint-findCollection, false, false, 2, 11
apache-tomcat-6.0.20_20090918-SecurityCollection-SecurityCollection, false, false, 2, 7
apache-tomcat-6.0.20_20090918-ContextService-getWsdlfile, false, false, 0, 3
apache-tomcat-6.0.20_20090918-WebappLoader-postDeregister, false, false, 0, 2
apache-tomcat-6.0.20_20090918-StandardSessionFacade-getServletContext, true, true, 1, 4
apache-tomcat-6.0.20_20090918-JDBCStore-remove, true, true, 20, 39
apache-tomcat-6.0.20_20090918-ManagerBase-getEntropy, false, false, 9, 32
apache-tomcat-6.0.20_20090918-ContextConfig-ContextConfig, false, false, 0, 0
apache-tomcat-6.0.20_20090918-Embedded-isUseNaming, false, false, 0, 5
apache-tomcat-6.0.20_20090918-SetNextNamingRule-toString, false, false, 3, 11
apache-tomcat-6.0.20_20090918-HomesUserDatabase-getUsers, true, false, 1, 5
apache-tomcat-6.0.20_20090918-FastDateFormat-parse, false, false, 1, 3
apache-tomcat-6.0.20_20090918-Log-isDebugEnabled, true, false, 0, 0
apache-tomcat-6.0.20_20090918-NamingContextBindingsEnumeration-hasMore, false, false, 1, 3
apache-tomcat-6.0.20_20090918-VirtualDirContext-release, true, true, 1, 4
apache-tomcat-6.0.20_20090918-ResourceAttributes-getCanonicalPath, true, false, 0, 3
apache-tomcat-6.0.20_20090918-WARDirContext-release, true, true, 4, 15
apache-tomcat-6.0.20_20090918-ManagedBean-getType, false, false, 0, 3
apache-tomcat-6.0.20_20090918-Mapper-internalMapWrapper, false, false, 50, 168
apache-tomcat-6.0.20_20090918-FaultyMember-getMember, false, false, 0, 3
apache-tomcat-6.0.20_20090918-GroupChannel-getMembershipService, true, false, 1, 3
apache-tomcat-6.0.20_20090918-NoRpcChannelReply-writeExternal, true, false, 2, 6
apache-tomcat-6.0.20_20090918-OrderInterceptor-getOutCounter, false, false, 3, 8
apache-tomcat-6.0.20_20090918-NonBlockingCoordinator-heartbeat, true, true, 8, 16
apache-tomcat-6.0.20_20090918-Request-method, false, false, 0, 3
apache-tomcat-6.0.20_20090918-RequestInfo-setStage, false, false, 0, 3
apache-tomcat-6.0.20_20090918-AjpMessage-peekInt, false, false, 0, 5
apache-tomcat-6.0.20_20090918-AjpProtocol-pause, true, true, 7, 10
apache-tomcat-6.0.20_20090918-Status-APR_STATUS_IS_ENOTHDKEY, false, false, 1, 1
apache-tomcat-6.0.20_20090918-Registry-setValueA, false, false, 0, 0
apache-tomcat-6.0.20_20090918-Socket-recv, false, false, 0, 0
apache-tomcat-6.0.20_20090918-MessageBytes-newInstance, false, false, 1, 3
apache-tomcat-6.0.20_20090918-CharChunk-getChars, false, false, 1, 3
apache-tomcat-6.0.20_20090918-IntermediateOutputStream-write, false, false, 1, 3
apache-tomcat-6.0.20_20090918-ServerCookie-getDomain, false, false, 0, 3
apache-tomcat-6.0.20_20090918-AcceptLanguage-getLocales, false, false, 14, 22
apache-tomcat-6.0.20_20090918-AprEndpoint-getThreadPriority, false, false, 0, 1
apache-tomcat-6.0.20_20090918-NioEndpoint-setSelectorTimeout, false, false, 0, 1
apache-tomcat-6.0.20_20090918-KeyAttachment-setCometNotify, false, false, 0, 1
apache-tomcat-6.0.20_20090918-Poller-Poller, false, false, 1, 3
apache-tomcat-6.0.20_20090918-PoolTcpEndpoint-stopEndpoint, false, false, 3, 15
apache-tomcat-6.0.20_20090918-NioBlockingSelector-close, false, false, 2, 7
apache-tomcat-6.0.20_20090918-StringManager-getString, false, false, 1, 4
apache-tomcat-6.0.20_20090918-ELContext-setPropertyResolved, true, false, 0, 3
apache-tomcat-6.0.20_20090918-ResourceBundleELResolver-getCommonPropertyType, true, false, 0, 6
apache-tomcat-6.0.20_20090918-JSSESupport-getX509Certificates, false, true, 9, 36
apache-tomcat-6.0.20_20090918-SessionMessage-getSessionID, true, false, 0, 0
apache-tomcat-6.0.20_20090918-SessionMessageImpl-getSessionID, true, false, 0, 1
apache-tomcat-6.0.20_20090918-DeltaManager-setStateTransferTimeout, false, false, 0, 3
apache-tomcat-6.0.20_20090918-ClusterListener-getCluster, true, false, 0, 3
apache-tomcat-6.0.20_20090918-JspServlet-setJspReloadCount, false, false, 1, 3
apache-tomcat-6.0.20_20090918-Options-getJavaEncoding, true, false, 0, 0
apache-tomcat-6.0.20_20090918-JspC-getCompiler, true, false, 0, 3
apache-tomcat-6.0.20_20090918-MultiPointSender-add, true, false, 0, 0
apache-tomcat-6.0.20_20090918-AbstractRxTask-setTaskPool, false, false, 0, 3
apache-tomcat-6.0.20_20090918-SenderQueue-close, false, true, 5, 19
apache-tomcat-6.0.20_20090918-Digester-setRuleNamespaceURI, false, true, 2, 5
apache-tomcat-6.0.20_20090918-CallParamRule-body, false, false, 3, 13
apache-tomcat-6.0.20_20090918-IntrospectionUtils-getProperty, false, true, 23, 52
apache-tomcat-6.0.20_20090918-XByteBuffer-getBytesDirect, false, false, 0, 3
apache-tomcat-6.0.20_20090918-MemoryUserDatabase-open, true, false, 15, 50
apache-tomcat-6.0.20_20090918-JMXAccessorTask-getName, false, false, 0, 3
apache-tomcat-6.0.20_20090918-JMXAccessorCondition-getOperation, false, false, 0, 3
apache-tomcat-6.0.20_20090918-BasicAuthenticator-authenticate, true, true, 44, 91
apache-tomcat-6.0.20_20090918-Request-getContextPath, true, false, 1, 3
apache-tomcat-6.0.20_20090918-Response-encodeRedirectUrl, true, true, 1, 3
apache-tomcat-6.0.20_20090918-ResponseFacade-clone, false, false, 1, 3
apache-tomcat-6.0.20_20090918-Connector-getProperty, false, false, 3, 7
apache-tomcat-6.0.20_20090918-RequestFacade-getLocalAddr, true, true, 3, 9
apache-tomcat-6.0.20_20090918-MapperListener-setEngine, false, false, 0, 3
apache-tomcat-6.0.20_20090918-TagInfo-validate, false, false, 2, 7
apache-tomcat-6.0.20_20090918-JspContext-setAttribute, true, false, 0, 0
apache-tomcat-6.0.20_20090918-AccessLogValve-calculateTimeZoneOffset, false, false, 7, 22
apache-tomcat-6.0.20_20090918-HeaderElement-addElement, true, true, 3, 8
apache-tomcat-6.0.20_20090918-JDBCAccessLogValve-getUseLongContentLength, false, false, 0, 3
apache-tomcat-6.0.20_20090918-BooleanNode-BooleanNode, false, false, 0, 3
apache-tomcat-6.0.20_20090918-ELParserTokenManager-jjMoveStringLiteralDfa1_0, false, false, 5, 19
apache-tomcat-6.0.20_20090918-ELParser-jj_3R_54, false, false, 1, 4
apache-tomcat-6.0.20_20090918-Function-equals, false, false, 2, 6
apache-tomcat-6.0.20_20090918-InvokerHttpRequest-getServletPath, true, false, 0, 5
apache-tomcat-6.0.20_20090918-WebdavServlet-checkIfHeaders, true, true, 1, 9
apache-tomcat-6.0.20_20090918-InstallTask-setPath, false, false, 0, 3
apache-tomcat-6.0.20_20090918-Node-getBeginJavaLine, false, false, 0, 3
apache-tomcat-6.0.20_20090918-Scriptlet-Scriptlet, false, false, 0, 4
apache-tomcat-6.0.20_20090918-CustomTag-implementsIterationTag, false, false, 0, 3
apache-tomcat-6.0.20_20090918-Char-Char, false, false, 0, 3
apache-tomcat-6.0.20_20090918-SmapGenVisitor-SmapGenVisitor, false, false, 0, 5
apache-tomcat-6.0.20_20090918-ParserController-resolveFileName, false, false, 6, 10
apache-tomcat-6.0.20_20090918-2-acceptResult, false, true, 20, 48
apache-tomcat-6.0.20_20090918-ServletWriter-popIndent, false, false, 1, 5
apache-tomcat-6.0.20_20090918-GenerateVisitor-generateSetters, false, true, 44, 90
apache-tomcat-6.0.20_20090918-Parser-parseXMLDeclaration, false, false, 19, 37
apache-tomcat-6.0.20_20090918-MethodExpressionLiteral-isLiteralText, true, false, 0, 3
apache-tomcat-6.0.20_20090918-Shm-setDump, false, false, 0, 3
apache-tomcat-6.0.20_20090918-ChannelSocket-setPort, false, false, 0, 5
apache-tomcat-6.0.20_20090918-ChannelNioSocket-setNioIsBroken, false, false, 0, 3
apache-tomcat-6.0.20_20090918-AprConnection-runIt, true, false, 1, 3
apache-tomcat-6.0.20_20090918-WorkerEnv-getLocalId, false, false, 0, 3
apache-tomcat-6.0.20_20090918-LogNode-findParentLogger, false, false, 0, 9
apache-tomcat-6.0.20_20090918-WebXml2Jk-getWebXmlNode, false, false, 0, 3
apache-tomcat-6.0.20_20090918-ApacheConfig-generateWelcomeFiles, false, true, 4, 10
apache-tomcat-6.0.20_20090918-JspWriterImpl-write, false, false, 3, 9
apache-tomcat-6.0.20_20090918-JspRuntimeLibrary-decode, false, false, 8, 31
apache-tomcat-6.0.20_20090918-1-setAttribute, true, true, 2, 3
apache-tomcat-6.0.20_20090918-MBeanFactory-createAjpConnector, false, false, 1, 4
apache-tomcat-6.0.20_20090918-NamingResourcesMBean-removeEnvironment, false, false, 3, 14
apache-tomcat-6.0.20_20090918-Membership-Membership, false, false, 0, 4
apache-tomcat-6.0.20_20090918-InternalNioOutputBuffer-addToBB, false, true, 17, 19
apache-tomcat-6.0.20_20090918-Http11Processor-findCompressableMimeTypes, false, false, 0, 3
apache-tomcat-6.0.20_20090918-InternalAprInputBuffer-setSocket, false, false, 1, 4
apache-tomcat-6.0.20_20090918-Http11NioProtocol-setSocketBuffer, false, false, 0, 3
apache-tomcat-6.0.20_20090918-Http11NioProcessor-action, true, true, 87, 230
apache-tomcat-6.0.20_20090918-Http11AprProtocol-getSSLCARevocationFile, false, false, 1, 1
apache-tomcat-6.0.20_20090918-Http11Protocol-setProtocols, false, true, 1, 3
apache-tomcat-6.0.20_20090918-RealmBase-removePropertyChangeListener, true, false, 1, 5
apache-tomcat-6.0.20_20090918-JNDIRealm-bindAsUser, false, true, 12, 51
apache-tomcat-6.0.20_20090918-JAASCallbackHandler-handle, false, true, 31, 41
apache-tomcat-6.0.20_20090918-SymbolTable-SymbolTable, false, false, 0, 4
apache-tomcat-6.0.20_20090918-XMLChar-isNCNameStart, false, false, 0, 3
apache-tomcat-6.0.20_20090918-SSIMediator-getConfigErrMsg, false, false, 0, 3
apache-tomcat-6.0.20_20090918-ServletContextAndPath-getServletContext, false, false, 0, 3
apache-tomcat-6.0.20_20090918-AbstractReplicatedMap-clear, false, false, 6, 10
apache-tomcat-6.0.20_20090918-ReplicatedMapEntry-isDiffable, true, false, 0, 0
apache-tomcat-6.0.20_20090918-DiskFileUpload-DiskFileUpload, false, false, 0, 4
apache-tomcat-6.0.20_20090918-StatusTransformer-writeJspMonitor, false, false, 7, 24
apache-tomcat-6.0.20_20090918-SimpleTcpCluster-stop, true, true, 11, 22
apache-tomcat-6.0.20_20090918-GzipOutputFilter-GzipOutputFilter, false, false, 0, 0
apache-tomcat-6.0.20_20090918-SimpleHashtable-nextElement, false, false, 2, 12
apache-tomcat-6.0.20_20090918-WarFilter-accept, false, false, 1, 5
apache-tomcat-6.0.20_20090918-JkMain-setProperty, false, false, 7, 13
apache-tomcat-6.0.20_20090918-ClusterSingleSignOnListener-setClusterSSO, false, false, 0, 5
apache-torque_r817059_20090920-AgregateFunction-AgregateFunction, false, false, 0, 3
apache-torque_r817059_20090920-AbstractFunction-AbstractFunction, false, false, 0, 3
apache-torque_r817059_20090920-SQLFunction-setDBName, true, false, 0, 0
apache-torque_r817059_20090920-Sum-Sum, false, false, 1, 4
apache-torque_r817059_20090920-FunctionFactory-sum, false, false, 1, 3
apache-torque_r817059_20090920-DB-getDateString, true, false, 0, 0
apache-torque_r817059_20090920-DB-getBooleanString, true, false, 0, 0
apache-torque_r817059_20090920-DB-escapeText, true, false, 0, 0
apache-torque_r817059_20090920-DBInformix-getIDMethodSQL, true, false, 0, 3
apache-torque_r817059_20090920-AbstractDBAdapter-ignoreCaseInOrderBy, true, true, 1, 3
apache-torque_r817059_20090920-AbstractDBAdapter-getDateString, true, false, 2, 13
apache-torque_r817059_20090920-AbstractDBAdapter-supportsNativeOffset, true, false, 0, 3
apache-torque_r817059_20090920-DBPostgres-lockTable, true, false, 0, 2
apache-torque_r817059_20090920-DBPostgres-supportsNativeLimit, true, false, 0, 3
apache-torque_r817059_20090920-DBInterbase-useEscapeClauseForLike, true, false, 0, 3
apache-torque_r817059_20090920-DBInstantDB-DBInstantDB, false, false, 0, 2
apache-torque_r817059_20090920-DBOracle-lockTable, true, false, 5, 10
apache-torque_r817059_20090920-DBOracle-DBOracle, false, false, 0, 2
apache-torque_r817059_20090920-DBWeblogic-getIDMethodType, true, false, 0, 3
apache-torque_r817059_20090920-DBNone-getIDMethodType, true, false, 0, 3
apache-torque_r817059_20090920-DBSapDB-DBSapDB, false, false, 0, 2
apache-torque_r817059_20090920-DBSapDB-getIDMethodSQL, true, false, 0, 3
apache-torque_r817059_20090920-DBAxion-toUpperCase, true, false, 0, 3
apache-torque_r817059_20090920-DBMM-unlockTable, true, false, 2, 4
apache-torque_r817059_20090920-DBOdbc-getIDMethodType, true, false, 0, 3
apache-torque_r817059_20090920-DBSybase-supportsNativeLimit, true, false, 0, 3
apache-torque_r817059_20090920-DBSybase-lockTable, true, false, 5, 10
apache-torque_r817059_20090920-DBCloudscape-toUpperCase, true, false, 0, 3
apache-torque_r817059_20090920-DBFirebird-ignoreCaseInOrderBy, true, false, 0, 3
apache-torque_r817059_20090920-DBFirebird-getIDMethodSQL, true, false, 0, 3
apache-torque_r817059_20090920-DBDB2App-unlockTable, true, false, 0, 2
apache-torque_r817059_20090920-DBHypersonicSQL-toUpperCase, true, false, 3, 4
apache-torque_r817059_20090920-DBHypersonicSQL-unlockTable, true, false, 0, 2
apache-torque_r817059_20090920-DBDerby-lockTable, true, false, 5, 7
apache-torque_r817059_20090920-DBDerby-DBDerby, false, false, 0, 2
apache-torque_r817059_20090920-Query-setRowcount, false, false, 0, 3
apache-torque_r817059_20090920-Query-getPostLimit, false, false, 0, 3
apache-torque_r817059_20090920-Query-hasLimit, false, false, 0, 5
apache-torque_r817059_20090920-UniqueList-add, false, false, 2, 7
apache-torque_r817059_20090920-CriteriaTest-testBoolean, false, false, 11, 35
apache-torque_r817059_20090920-CriteriaTest-testAddString, false, false, 5, 14
apache-torque_r817059_20090920-CriteriaTest-testOrderBy, false, false, 15, 33
apache-torque_r817059_20090920-Criteria-getOrderByColumns, false, false, 0, 3
apache-torque_r817059_20090920-Criteria-remove, false, false, 2, 8
apache-torque_r817059_20090920-Criteria-setCascade, false, false, 0, 4
apache-torque_r817059_20090920-Criteria-getDbName, false, false, 0, 3
apache-torque_r817059_20090920-Criteria-readObject, false, false, 12, 37
apache-torque_r817059_20090920-Criteria-addAscendingOrderByColumn, false, false, 1, 4
apache-torque_r817059_20090920-Criteria-getInt, false, false, 6, 6
apache-torque_r817059_20090920-Criteria-getObjectKey, false, false, 6, 6
apache-torque_r817059_20090920-Criteria-addDescendingOrderByColumn, false, false, 1, 4
apache-torque_r817059_20090920-Criteria-getJoinL, false, false, 1, 3
apache-torque_r817059_20090920-Criteria-setAll, false, false, 2, 3
apache-torque_r817059_20090920-Criterion-or, false, false, 1, 5
apache-torque_r817059_20090920-Criterion-getDb, false, false, 3, 25
apache-torque_r817059_20090920-Criterion-setValue, false, false, 0, 3
apache-torque_r817059_20090920-Join-Join, false, false, 0, 5
apache-torque_r817059_20090920-SqlExpressionTest-testBuildInnerJoinStringString, false, false, 2, 4
apache-torque_r817059_20090920-SqlEnum-equals, false, false, 1, 21
apache-torque_r817059_20090920-BasePeer-createQuery, false, false, 2, 8
apache-torque_r817059_20090920-BasePeer-throwTorqueException, false, false, 1, 10
apache-torque_r817059_20090920-BasePeer-correctBooleans, false, false, 25, 63
apache-torque_r817059_20090920-BasePeer-processTables, false, true, 43, 88
apache-torque_r817059_20090920-SQLBuilder-getFullTableName, false, false, 7, 28
apache-torque_r817059_20090920-SQLBuilder-processSelectColumns, false, false, 7, 11
apache-torque_r817059_20090920-SQLBuilder-processOrderBy, false, true, 28, 80
apache-torque_r817059_20090920-3-process, true, false, 1, 3
apache-torque_r817059_20090920-Transaction-rollback, false, false, 9, 32
apache-torque_r817059_20090920-CountHelper-count, false, false, 20, 45
apache-torque_r817059_20090920-LargeSelect-setSearchParam, false, false, 3, 17
apache-torque_r817059_20090920-LargeSelect-getCurrentPageNumber, false, false, 0, 3
apache-torque_r817059_20090920-LargeSelect-getNextResults, false, false, 3, 7
apache-torque_r817059_20090920-LargeSelect-getPreviousResults, false, false, 3, 17
apache-torque_r817059_20090920-LargeSelect-getPreviousResultsAvailable, false, false, 1, 7
apache-torque_r817059_20090920-SqlExpression-buildLike, false, true, 41, 151
apache-torque_r817059_20090920-SqlBuilderTest-SqlBuilderTest, false, false, 0, 3
apache-torque_r817059_20090920-SummaryHelper-addGroupBy, false, false, 2, 3
apache-torque_r817059_20090920-SummaryHelper-setExcludeExprColumns, false, false, 0, 3
apache-torque_r817059_20090920-SQLCode-toSQL, true, false, 0, 0
apache-torque_r817059_20090920-ComplexCondition-getOperator, true, false, 0, 0
apache-torque_r817059_20090920-Query-addSelectColumn, false, false, 1, 4
apache-torque_r817059_20090920-Comparison-Comparison, false, false, 0, 6
apache-torque_r817059_20090920-More-getOperator, true, false, 0, 3
apache-torque_r817059_20090920-TorqueInstance-initDataSourceFactories, false, true, 32, 100
apache-torque_r817059_20090920-TorqueInstance-getDefaultDB, false, false, 0, 3
apache-torque_r817059_20090920-TorqueInstance-getDatabases, false, false, 3, 7
apache-torque_r817059_20090920-TorqueInstance-init, false, true, 3, 5
apache-torque_r817059_20090920-Database-setDataSourceFactory, false, false, 0, 3
apache-torque_r817059_20090920-Database-getSchema, false, true, 2, 8
apache-torque_r817059_20090920-TorqueInstanceTest-getConfiguration, false, false, 1, 5
apache-torque_r817059_20090920-MapBuilderBase-doBuild, true, false, 8, 13
apache-torque_r817059_20090920-TorqueRuntimeException-captureStackTrace, false, false, 6, 5
apache-torque_r817059_20090920-Torque-setInstance, false, false, 0, 3
apache-torque_r817059_20090920-Torque-getDatabases, false, false, 2, 3
apache-torque_r817059_20090920-Torque-getMapBuilder, false, false, 2, 3
apache-torque_r817059_20090920-DatabaseMap-getTable, false, false, 1, 3
apache-torque_r817059_20090920-DatabaseMap-setIdTable, false, false, 2, 4
apache-torque_r817059_20090920-TableMap-setPeerClass, false, false, 0, 3
apache-torque_r817059_20090920-TableMap-containsColumn, false, false, 4, 7
apache-torque_r817059_20090920-TableMap-isUseInheritance, false, false, 0, 3
apache-torque_r817059_20090920-TableMap-getPrefix, false, false, 0, 3
apache-torque_r817059_20090920-TableMap-addColumn, false, false, 18, 24
apache-torque_r817059_20090920-ColumnMap-setPosition, false, false, 0, 3
apache-torque_r817059_20090920-ColumnMap-isAutoIncrement, false, false, 0, 3
apache-torque_r817059_20090920-ColumnMap-isProtected, false, false, 0, 3
apache-torque_r817059_20090920-ColumnMap-getTable, false, false, 0, 3
apache-torque_r817059_20090920-ColumnMap-ColumnMap, false, false, 1, 4
apache-torque_r817059_20090920-ColumnMap-setJavaType, false, false, 0, 3
apache-torque_r817059_20090920-ColumnMap-getInheritanceMaps, false, false, 5, 13
apache-torque_r817059_20090920-ColumnMap-isUsePrimitive, false, false, 0, 3
apache-torque_r817059_20090920-InheritanceMap-setColumn, false, false, 0, 3
apache-torque_r817059_20090920-TorqueComponent-contextualize, false, false, 9, 26
apache-torque_r817059_20090920-Torque-getDB, false, false, 0, 0
apache-torque_r817059_20090920-Torque-getConnection, false, false, 0, 0
apache-torque_r817059_20090920-AvalonTest-testAvalon, false, false, 3, 4
apache-torque_r817059_20090920-SharedPoolDataSourceFactory-close, true, false, 3, 12
apache-torque_r817059_20090920-AbstractDataSourceFactory-initialize, true, false, 5, 17
apache-torque_r817059_20090920-JndiDataSourceFactory-bindDStoJndi, false, false, 13, 51
apache-torque_r817059_20090920-PerUserPoolDataSourceFactory-initJdbc2Pool, false, false, 8, 20
apache-torque_r817059_20090920-AbstractBaseManager-retrieveStoredOMs, false, false, 0, 0
apache-torque_r817059_20090920-AbstractBaseManager-createSubsetList, false, false, 5, 14
apache-torque_r817059_20090920-AbstractBaseManager-cacheGet, false, false, 1, 11
apache-torque_r817059_20090920-MethodResultCache-removeAll, true, false, 7, 26
apache-torque_r817059_20090920-MethodCacheKey-hashCode, false, false, 6, 25
apache-torque_r817059_20090920-Factory-makeObject, false, false, 1, 3
apache-torque_r817059_20090920-NoOpMethodResultCache-remove, true, false, 0, 3
apache-torque_r817059_20090920-IDBroker-checkTiming, false, false, 12, 35
apache-torque_r817059_20090920-IDBroker-getNextIds, false, false, 11, 50
apache-torque_r817059_20090920-IDBroker-isPriorToInsert, true, false, 0, 3
apache-torque_r817059_20090920-IdGenerator-isPostInsert, true, false, 0, 0
apache-torque_r817059_20090920-AutoIncrementIdGenerator-getIdAsVillageValue, false, true, 6, 21
apache-torque_r817059_20090920-SequenceIdGenerator-isConnectionRequired, true, false, 0, 3
apache-torque_r817059_20090920-SequenceIdGenerator-getIdAsString, true, false, 2, 3
apache-torque_r817059_20090920-Persistent-setNew, true, false, 0, 0
apache-torque_r817059_20090920-SimpleKey-keyFor, false, false, 1, 3
apache-torque_r817059_20090920-NumberKey-hashCode, false, true, 4, 10
apache-torque_r817059_20090920-StringKey-setValue, false, true, 1, 10
apache-torque_r817059_20090920-DateKey-equals, false, true, 4, 19
apache-torque_r817059_20090920-BaseObject-setByName, false, false, 1, 3
apache-torque_r817059_20090920-BaseObject-getPrimaryKey, true, false, 0, 3
apache-torque_r817059_20090920-ComboKeyTest-suite, false, false, 1, 5
apache-torque_r817059_20090920-ComboKeyTest-testRoundTripWithComplexKey, false, false, 12, 19
apache-torque_r817059_20090920-ComboKey-toString, false, true, 3, 5
apache-torque_r817059_20090920-NumberKeyTest-testSymmetric, false, false, 7, 20
apache-torque_r817059_20090920-BaseSqlTest-testGetWhereWithComposite, false, true, 7, 22
apache-torque_r817059_20090920-BaseSqlTest-testGetGreaterThan, false, true, 2, 6
apache-torque_r817059_20090920-BaseSqlTest-testGetOrderBy, false, true, 6, 9
apache-torque_r817059_20090920-BaseSqlTest-testGetInsert, false, true, 4, 9
apache-torque_r817059_20090920-BaseSqlTest-testNestedComparison, false, true, 5, 13
apache-torque_r817059_20090920-BaseSqlTest-testGetDelete, false, true, 2, 5
apache-triplesec_r817060_20090920-Roles-contains, false, false, 1, 3
apache-triplesec_r817060_20090920-Permissions-isEmpty, false, false, 1, 3
apache-triplesec_r817060_20090920-Role-getGrants, false, false, 0, 3
apache-triplesec_r817060_20090920-Profile-getApplicationName, false, true, 1, 3
apache-triplesec_r817060_20090920-ChangeType-getValue, false, false, 0, 3
apache-triplesec_r817060_20090920-AbstractEntityTest-testEquals, false, false, 2, 8
apache-triplesec_r817060_20090920-RoleTest-newInstanceA2, true, false, 1, 3
apache-triplesec_r817060_20090920-FailingConnectionDriver-newStore, true, true, 2, 9
apache-triplesec_r817060_20090920-PermissionTest-newInstanceA2, true, false, 1, 3
apache-triplesec_r817060_20090920-RolesTest-testProperties, false, false, 17, 32
apache-triplesec_r817060_20090920-HotpAttributes-HotpAttributes, false, false, 5, 13
apache-triplesec_r817060_20090920-ProfileObjectFactory-getObjectInstance, false, false, 1, 3
apache-triplesec_r817060_20090920-StoreMonitorAdapter-storeInitialized, true, false, 0, 2
apache-triplesec_r817060_20090920-ProfileFactoryITest-ProfileFactoryITest, false, false, 5, 15
apache-triplesec_r817060_20090920-BaseServerProfileModifier-setFailuresInEpoch, false, false, 0, 3
apache-triplesec_r817060_20090920-BaseServerProfile-setRealm, false, false, 0, 3
apache-triplesec_r817060_20090920-BaseProfile-setDisabled, false, false, 0, 3
apache-triplesec_r817060_20090920-ProfileUtils-serialize, false, true, 16, 52
apache-triplesec_r817060_20090920-OldSafehausLoginModule-commit, false, false, 2, 12
apache-triplesec_r817060_20090920-2-handle, false, false, 4, 17
apache-triplesec_r817060_20090920-LocalUser-getAddress2, false, false, 0, 3
apache-triplesec_r817060_20090920-HauskeysUser-getTokenPin, false, false, 0, 3
apache-triplesec_r817060_20090920-HauskeysUserModifier-parseBoolean, false, false, 1, 8
apache-triplesec_r817060_20090920-HauskeysUserModifier-isNewEntry, false, false, 0, 3
apache-triplesec_r817060_20090920-LocalUserModifier-setFirstName, false, false, 2, 8
apache-triplesec_r817060_20090920-ExternalUserModifier-delete, false, true, 2, 8
apache-triplesec_r817060_20090920-Role-Role, false, false, 1, 8
apache-triplesec_r817060_20090920-Group-toString, false, false, 0, 3
apache-triplesec_r817060_20090920-SingleValuedField-getModificationItem, false, false, 7, 23
apache-triplesec_r817060_20090920-TriplesecAdmin-hasUser, false, true, 1, 3
apache-triplesec_r817060_20090920-MultiValuedField-addValue, false, false, 5, 20
apache-triplesec_r817060_20090920-RoleModifier-delete, false, true, 2, 8
apache-triplesec_r817060_20090920-ApplicationModifier-newRole, false, false, 2, 7
apache-triplesec_r817060_20090920-ProfileModifier-add, false, true, 4, 10
apache-triplesec_r817060_20090920-EntryModifierTest-testRoleModifier1, false, false, 11, 23
apache-triplesec_r817060_20090920-LdapApplicationPolicy-getRoleFromStore, false, false, 15, 31
apache-triplesec_r817060_20090920-LdapApplicationPolicy-add, false, false, 2, 4
apache-triplesec_r817060_20090920-LdapApplicationPolicyIntegrationTest-testAddDelNotifications, false, true, 34, 244
apache-triplesec_r817060_20090920-UserNorthPanel-isExternalUserSelected, false, false, 1, 3
apache-triplesec_r817060_20090920-UserNorthPanel-getExternalUserRadioButton, false, false, 4, 9
apache-triplesec_r817060_20090920-UserPanel-getRevertButton, false, false, 4, 15
apache-triplesec_r817060_20090920-ProvisioningPanel-isCarrierUpToDate, false, false, 5, 18
apache-triplesec_r817060_20090920-ProvisioningPanel-focusLost, false, false, 1, 3
apache-triplesec_r817060_20090920-HotpSettingsPanel-alterModifier, false, false, 7, 10
